id,name,name_en,aliases
138901,グレイス（バニー）,Grace (Bunny),[]
139001,キョウカ（ゴシック）,Kyouka (Gothic),[]
139101,キャル（覇瞳天星）,Kyaru (Hadou Tensei),[]
139201,ミホ（ガルパン）,Miho (Garupan),[]
139301,マホ（ガルパン）,Maho (Garupan),[]
139401,エリカ（ガルパン）,Erika (Garupan),[]
139501,リリ（ヴァルキュリア）,Riri (Valkyria),[]
139601,クリア（ヴァルキュリア）,Qulia (Valkyria),[]
139701,プレシア（ヴァルキュリア）,Precia (Valkyria),[]
139801,シェフィ（ヴァードラッヘ）,Sheffy (Wahrer Drache),[]
139901,ルイズマリー（サマー）,Louise-Marie (Summer),[]
140001,クレジッタ（サマー）,Creditta (Summer),[]
140101,フブキ（サマー）,Fubuki (Summer),[]
140201,ヴァンピィ（サマー）,Vampy (Summer),[]
140301,ティア,Tia,[]
140501,ヴルム（ヴァルムドラッヘ）,Wurm (Wyrmdrache),[]
141401,シズル（ニューイヤー）,Shizuru (New Year),[]
141501,ヴァイオレット（イサナミ）,Violet (Isanami),[]
141601,グレイス（バニー）,Grace (Bunny),[]
170101,ジータ,Djeeta,[]
180101,ヒヨリ（プリンセス）,Hiyori (Princess),[]
180201,ユイ（プリンセス）,Yui (Princess),[]
180301,レイ（プリンセス）,Rei (Princess),[]
180401,ペコリーヌ（プリンセス）,Pecorine (Princess),[]
180501,コッコロ（プリンセス）,Kokkoro (Princess),[]
180601,キャル（プリンセス）,Kyaru (Princess),[]
180701,ハツネ＆シオリ,Hatsune & Shiori,[]
180801,ミソギ＆ミミ＆キョウカ,Misogi & Mimi & Kyoka,[]
180901,アキノ＆サレン,Akino & Saren,[]
181001,アン＆グレア,Anne & Grea,[]
181101,シズル＆リノ,Shizuru & Rino,[]
181201,シェフィ（プリンセス）,Sheffy (Princess),[]
