id,name,aliases
113601,Jun (Summer),[]
113701,Akari (Angel),[]
113801,Yori (Angel),[]
113901,Tsumugi (Halloween),[]
114001,Rei (Halloween),[]
114101,Matsuri (Halloween),[]
114201,Monika (Magical Girl),[]
114301,Tomo (Magical Girl),[]
114401,Akino (Christmas),[]
114501,Saren (Christmas),[]
114601,Yukari (Christmas),[]
114701,Muimi (New Year),[]
115001,Neneka (New Year),[]
115501,Kokkoro (Ceremonial),[]
115601,Yui (Ceremonial),[]
115701,Kasumi (Summer),[]
115801,Lima (Cinderella),[]
115901,Makoto (Cinderella),[]
116001,Maho (Cinderella),[]
116201,Chloe (School Festival),[]
116301,Chieru (School Festival),[]
116401,Yuni (School Festival),[]
116501,Inori (Time Traveller),[]
116601,Kaya (Time Traveller),[]
116701,Aoi (Work),[]
116801,Tamaki (Work),[]
116901,Mifuyu (Work),[]
117001,Eriko (Summer),[]
117101,Shizuru (Summer),[]
117201,Nozomi (Summer),[]
117301,Chika (Summer),[]
117401,Tsumugi (Summer),[]
117501,Mitsuki (Ooedo),[]
117601,Yuki (Ooedo),[]
117701,Kaori (Halloween),[]
117801,Ninon (Halloween),[]
117901,Suzuna (Halloween),[]
118001,Creditta,[]
118101,Ranpha,[]
118201,Misora,[]
118301,ハツネ（ハツネ&シオリ）,[]
118401,シオリ（ハツネ&シオリ）,[]
118501,Karin,[]
118601,Nebbia,[]
119001,Io (Noir),[]
119101,Kuuka (Noir),[]
119201,Mahiru (Christmas),[]
119301,Rino (Christmas),[]
119401,Pecorine,[]
119501,Kokkoro,[]
119601,Kyaru,[]
119701,Sheffy,[]
119901,Miyako (Christmas),[]
120001,Shizuru (Noir),[]
120101,Io (Noir),[]
120201,Kuuka (Noir),[]
120301,Shizuru (Noir),[]
120401,ミミ（リトルリリカル）,[]
120501,ミソギ（リトルリリカル）,[]
120601,キョウカ（リトルリリカル）,[]
120701,Sheffy (New Year),[]
120801,Ruka (New Year),[]
120901,Illya (New Year),[]
121001,Pecorine (Overload),[]
121101,Kyaru (Overload),[]
121201,Labyrista (Overload),[]
121301,Kurumi (Stage),[]
121401,Misaki (Stage),[]
121501,Ayumi (Phantom Thief),[]
121601,Inori (Phantom Thief),[]
121701,アキノ（アキノ＆サレン）,[]
121801,サレン（アキノ＆サレン）,[]
121901,Anna (Pirate),[]
122001,Shinobu (Pirate),[]
122101,Aoi (Camp),[]
122201,Yukari (Camp),[]
122301,Vampy,[]
122401,Hiyori (Summer),[]
122501,Rei (Summer),[]
122601,Yui (Summer),[]
122701,Kyouka (Summer),[]
122801,Misogi (Summer),[]
122901,Mimi (Summer),[]
123001,Ameth,[]
123101,Maho (Explorer),[]
123201,Ayane (Explorer),[]
123301,Nea,[]
123401,Jun (Camp),[]
123501,Rin (Halloween),[]
123601,Tomo (Halloween),[]
123701,Nanaka (Halloween),[]
123801,Christina (Wild),[]
123901,Matsuri (Wild),[]
124001,Akari (Christmas),[]
124101,Yori (Christmas),[]
124201,Jun (Christmas),[]
124301,アン（アン＆グレア）,[]
124401,グレア（アン＆グレア）,[]
124501,Homare (New Year),[]
124601,Misato (New Year),[]
124701,Mitsuki (New Year),[]
124801,Nozomi (Liberator),[]
124901,Kaya (Liberator),[]
125001,Muimi (Liberator),[]
125101,Tamaki (Cafe),[]
125201,Monika (Cafe),[]
125301,Kokkoro (Ranger),[]
125401,Shiori (Ranger),[]
125501,Djeeta (Warlock),[]
125601,Vikala,[]
125701,Karin (Alchemist),[]
125801,Riri (Fallen),[]
125901,Kaya (Liberator),[]
126001,Qulia (Fallen),[]
126101,Precia (Fallen),[]
126201,Illya (Ceremonial),[]
126301,Yuki (Ceremonial),[]
126401,Croce,[]
126501,Lyrael,[]
126601,Neneka (Summer),[]
126701,Akino (Summer),[]
126801,Yukari (Summer),[]
126901,Ranpha (Summer),[]
127001,Kuuka (Summer),[]
127101,Shinobu (Summer),[]
127201,Kyaru (Student),[]
127301,Suzuna (Student),[]
127401,ビカラ（コラボ）,[]
127501,Saren (Salasaria),[]
127601,Ruka (Salasaria),[]
127701,Lind,[]
127801,Wurm,[]
127901,Pecorine (Christmas),[]
128001,Creditta (Christmas),[]
128101,シズル（シズル&リノ）,[]
128201,リノ（シズル&リノ）,[]
128301,Inori (New Year),[]
128401,Hatsune (New Year),[]
128501,Kasumi (New Year),[]
128601,Riri (Fallen),[]
128701,Hiyori (Astral),[]
128801,Rei (Astral),[]
128901,Yui (Astral),[]
129001,Eris,[]
129301,Yuni (Winter),[]
129401,Chloe (Winter),[]
129501,Chieru (Winter),[]
129601,Anemone,[]
129701,Nephi Nela,[]
129801,Makoto (Commander),[]
129901,Eriko (Commander),[]
130001,Yamato,[]
130101,Wakana,[]
130201,Fubuki,[]
130601,Rei (Astral),[]
130701,Kyouka (Spring),[]
130801,Suzume (Spring),[]
130901,Kururu,[]
131001,Maho (Dream Park),[]
131101,Nea (Summer),[]
131201,Misora (Summer),[]
131301,Riri,[]
131401,Qulia,[]
131501,Precia,[]
131601,Riri (Summer),[]
131701,Ameth (Summer),[]
131801,Homare (Summer),[]
131901,Emilia (Summer),[]
132001,Echidna (Summer),[]
132101,Rem (Summer),[]
132201,Nozomi (Alchemist),[]
132301,Louise-Marie,[]
132401,Iroha,[]
132501,Sono,[]
132801,Lyrael (Christmas),[]
132901,Io (Christmas),[]
133001,Grace,[]
133101,Violet,[]
133201,Monika (New Year),[]
133501,Saren (New Year),[]
133601,Medusa,[]
133701,Labyrista (Alpha),[]
133801,Neneka (Alpha),[]
133901,Christina (Alpha),[]
134001,Fio,[]
134101,Fubuki,[]
134201,Lyrael (Christmas),[]
134301,Ranpha (Ceremonial),[]
134401,Chika (Ceremonial),[]
134501,Croce (Aerial),[]
134601,Aoi (Pilot),[]
134701,Ho-oh,[]
134801,Tsumugi (Geo Gehenna),[]
134901,Kanon,[]
135001,Eris (Summer),[]
135101,Sheffy (Summer),[]
135201,Precia (Summer),[]
135301,Qulia (Summer),[]
135401,Anemone (Summer),[]
135501,Aira,[]
135601,Shinatsu,[]
135701,Hiyori (Salasaria),[]
135801,Yukino,[]
135901,Satsuki,[]
136001,Arachne,[]
136101,Sakura,[]
136201,Naana,[]
136301,Misora (Christmas),[]
136401,Yui (Christmas),[]
136501,Shizuru (New Year),[]
136601,Medusa,[]
136701,Labyrista (Alpha),[]
136801,Ranpha (Ceremonial),[]
136901,Rurui,[]
137101,Ninon (Summer),[]
137201,Labyrista,[]
137301,Kanon,[]
137401,Kasumi (Sister),[]
137501,Aira,[]
137601,Kokkoro (Little Guidance),[]
137801,Yukino,[]
137901,Rino (New Year),[]
138001,Violet (Isanami),[]
138101,Lyrael (Perfect),[]
138201,Nephi Nela (Buddha),[]
138301,Pecorine (Astraea),[]
138601,Sakura,[]
138701,Wakana (Winter),[]
138801,Shiori (Winter),[]
138901,Grace (Bunny),[]
139001,Kyouka (Gothic),[]
139101,Kyaru (Hadou Tensei),[]
139201,Miho (Garupan),[]
139301,Maho (Garupan),[]
139401,Erika (Garupan),[]
139501,Riri (Valkyria),[]
139601,Qulia (Valkyria),[]
139701,Precia (Valkyria),[]
139801,Sheffy (Wahrer Drache),[]
139901,Louise-Marie (Summer),[]
140001,Creditta (Summer),[]
140101,Fubuki (Summer),[]
140201,Vampy (Summer),[]
140301,Tia,[]
140501,Wurm (Wyrmdrache),[]
141401,Shizuru (New Year),[]
141501,Violet (Isanami),[]
141601,Grace (Bunny),[]
170101,Djeeta,[]
180101,Hiyori (Princess),[]
180201,Yui (Princess),[]
180301,Rei (Princess),[]
180401,Pecorine (Princess),[]
180501,Kokkoro (Princess),[]
180601,Kyaru (Princess),[]
180701,Hatsune & Shiori,[]
180801,Misogi & Mimi & Kyoka,[]
180901,Akino & Saren,[]
181001,Anne & Grea,[]
181101,Shizuru & Rino,[]
181201,Sheffy (Princess),[]
